Rank,Cliente_BM,Empresa,Categoria,Gerencia_Obra,Cidade_Sede,Dist_Louveira_km,Telefone,Site,Avaliacao,Qtd_Avaliacoes,Score_ICP,Faixa_ICP,Score_Motivo,Endereco,Google_Maps,Nome_Decisor,Email,Status_Prospeccao,Observacoes
51,,Arch Beit Arquitetura e Engenharia,Arquitetura,Sim (indicio no nome),Itupeva,22,(11) 96133-0524,https://www.instagram.com/archbeit/,5,4,69,A - abordar primeiro,Arquitetura +32; gerencia obra +12; 22km +10; site +10; tel +5,"R. Santa Clara - Santo Antônio 1, Itupeva - SP, 13295-644",https://maps.google.com/?cid=8000414918028583154&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
52,,Mia Casa Arquitetura e Construção,Arquitetura,Sim (indicio no nome),Itupeva,22,(11) 99655-0286,https://linktr.ee/miacasa.arq,,,69,A - abordar primeiro,Arquitetura +32; gerencia obra +12; 22km +10; site +10; tel +5,"Av. Guanabara, 147 - Jardim Sao Vicente, Itupeva - SP, 13295-090",https://maps.google.com/?cid=16278772848485750624&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
53,,"Arvani Arquitetura, Engenharia e Gerenciadora de obras",Arquitetura,Sim (indicio no nome),Jundiai,18,(11) 99892-3236,https://www.arvaniarquitetura.com.br/lp,4.3,12,69,A - abordar primeiro,Arquitetura +32; gerencia obra +12; 18km +10; site +10; tel +5,"R. Diógenes Duarte Paes, 100 - Parque do Colégio, Jundiaí - SP, 13209-150",https://maps.google.com/?cid=254551826911452026&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
54,,Eric Harada Arquitetura e Construção | Projetos e Obras Residenciais,Arquitetura,Sim (indicio no nome),Jundiai,18,(11) 99570-5189,https://www.ericharadaarquitetura.com/,5,4,69,A - abordar primeiro,Arquitetura +32; gerencia obra +12; 18km +10; site +10; tel +5,"R. Helena Conci Gáspari - Jardim Campos Elisios, Jundiaí - SP, 13209-810",https://maps.google.com/?cid=7577176761607105313&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
55,,Hyppolito - Arquitetura e Engenharia,Arquitetura,Sim (indicio no nome),Jundiai,18,(11) 97572-0026,https://hyppolito.my.canva.site/,,,69,A - abordar primeiro,Arquitetura +32; gerencia obra +12; 18km +10; site +10; tel +5,"Av. 9 de Julho, 3290 - Sl 908 - Anhangabaú, Jundiaí - SP, 13201-019",https://maps.google.com/?cid=9054241762080402437&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
56,,Progettolar Engenharia e Arquitetura,Arquitetura,Sim (indicio no nome),Jundiai,18,(11) 99262-1880,https://www.progettolar.com/,5,4,69,A - abordar primeiro,Arquitetura +32; gerencia obra +12; 18km +10; site +10; tel +5,"R. São Vicente de Paulo, 25 - Vila Argos Velha, Jundiaí - SP, 13201-625",https://maps.google.com/?cid=6760179852685890599&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
57,,ROSSI ARQUITETURA E CONSTRUÇÃO,Arquitetura,Sim (indicio no nome),Jundiai,18,(11) 93473-2986,https://www.instagram.com/construcoesrossi/,5,2,69,A - abordar primeiro,Arquitetura +32; gerencia obra +12; 18km +10; site +10; tel +5,"Rua Cica, 396 - Vila Garcia, Jundiaí - SP, 13206-765",https://maps.google.com/?cid=10751485575017725609&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
58,,Renzeti Arquitetura e Construção,Arquitetura,Sim (indicio no nome),Jundiai,18,0800 464 2727,http://www.renzeti.com.br/,4.3,32,69,A - abordar primeiro,Arquitetura +32; gerencia obra +12; 18km +10; site +10; tel +5,"Uffizi Business Center - R. Anchieta, 204 - 1° andar - Vila Boaventura, Jundiaí - SP, 13201-804",https://maps.google.com/?cid=5150091113603213196&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
59,,SEGMENTO ARQUITETURA E GERENCIAMENTO DE OBRAS,Arquitetura,Sim (indicio no nome),Jundiai,18,(11) 97407-3646,http://segmentoarquitetura.com.br/,4.5,2,69,A - abordar primeiro,Arquitetura +32; gerencia obra +12; 18km +10; site +10; tel +5,"R. Visc. de Taunay, 137 - Vila Arens II, Jundiaí - SP, 13202-540",https://maps.google.com/?cid=15209576095844078538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
60,,Engenharia e construções Marcelo Leme,Construtora,Sim (indicio no nome),Itatiba,27,(11) 93057-9870,https://www.instagram.com/marcelolemeengenharia?igsh=eXNlOHM5Z2p1bnV2,5,2,67,A - abordar primeiro,Construtora +30; gerencia obra +12; 27km +10; site +10; tel +5,"Av. Vicente Catalani, 1630 - Sl 2 - Jardim das Nacoes, Itatiba - SP, 13256-700",https://maps.google.com/?cid=15350085074899716319&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
61,,Base Forte Construção e Reforma,Construtora,Sim (indicio no nome),Itupeva,22,(11) 98709-6900,http://jmnconstrucao.com.br/,,,67,A - abordar primeiro,Construtora +30; gerencia obra +12; 22km +10; site +10; tel +5,"Av. Brasil, 2151 - Jardim Primavera, Itupeva - SP, 13295-152",https://maps.google.com/?cid=18352467238708774986&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
62,,GAV Engenharia Projetos e Construções,Construtora,Sim (indicio no nome),Itupeva,22,(11) 99949-6823,https://gavengenharia.com.br/,1,1,67,A - abordar primeiro,Construtora +30; gerencia obra +12; 22km +10; site +10; tel +5,"R. Antonio Polli, 384 - Sl 2 e 4 - Jardim Sao Vicente, Itupeva - SP, 13295-000",https://maps.google.com/?cid=4243976767348557637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
63,,JMK Imóveis e Construções,Construtora,Sim (indicio no nome),Itupeva,22,(11) 97509-0441,http://www.jmkimoveis.com.br/,5,1,67,A - abordar primeiro,Construtora +30; gerencia obra +12; 22km +10; site +10; tel +5,"R. Rio Solimões, 273 - Jardim do Ribeirão I, Itupeva - SP, 13298-514",https://maps.google.com/?cid=7046887631920789823&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
64,,RS CONSTRUÇÃO E REFORMA,Construtora,Sim (indicio no nome),Itupeva,22,(11) 94192-3571,http://www.rsconstrucaoereforma.com/,5,1,67,A - abordar primeiro,Construtora +30; gerencia obra +12; 22km +10; site +10; tel +5,"alberto betelli - nova, numero 83 - Rio Das Pedras, Itupeva - SP, 13295-000",https://maps.google.com/?cid=16636561207838603677&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
65,,Sales & Rosario Engenharia e Construcoes LTDA,Construtora,Sim (indicio no nome),Itupeva,22,(11) 91321-2650,https://salleserosario.com.br/,1,2,67,A - abordar primeiro,Construtora +30; gerencia obra +12; 22km +10; site +10; tel +5,"Av. Humberto Cereser, 2229 - Caxambu, Itupeva - SP, 13218-711",https://maps.google.com/?cid=2695410433504466946&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
66,,Engenharia Civil e Construção - M. Ferreira,Construtora,Sim (indicio no nome),Jundiai,18,(11) 7800-0985,https://www.mferreiraengenharia.com.br/,,,67,A - abordar primeiro,Construtora +30; gerencia obra +12; 18km +10; site +10; tel +5,"R. Carmela Nano, 432 - Jardim das Samambaias, Jundiaí - SP, 13211-710",https://maps.google.com/?cid=16515604193377508192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
67,,Fernandes e Silva Engenharia e Construções Eireli,Construtora,Sim (indicio no nome),Jundiai,18,(11) 98922-0656,http://fernandesesilvaengenharia.com.br/orcamento/,,,67,A - abordar primeiro,Construtora +30; gerencia obra +12; 18km +10; site +10; tel +5,"R. Arderico Fossen - Jardim Petropolis, Jundiaí - SP, 13207-602",https://maps.google.com/?cid=418264956087426316&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
68,,Pedro Leite Engenharia - Obras e Reformas,Engenharia,Sim (indicio no nome),Jundiai,18,(11) 94336-0810,,5,8,67,A - abordar primeiro,Engenharia +35; gerencia obra +12; 18km +10; tel +5; reputacao +5,"Av. Benedicto Castilho de Andrade, 1007 - Bl 2 Apartamento 43 - Parque Eloy Chaves, Jundiaí - SP, 13212-070",https://maps.google.com/?cid=13269348218327219302&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
69,,Rs Construcoes E Empreendimentos Imobiliarios Ltda.,Incorporadora,Sim (indicio no nome),Jundiai,18,(11) 4583-1574,http://www.rsconstrucoes.com/,4.9,24,67,A - abordar primeiro,Incorporadora +25; gerencia obra +12; 18km +10; site +10; tel +5; reputacao +5,"R. Barão de Jundiaí, 209 - Centro, Jundiaí - SP, 13201-010",https://maps.google.com/?cid=305244471942943049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
70,,Vão Livre Projetos e Construção Civil Ltda,Construtora,Sim (indicio no nome),Jundiai,18,(11) 3395-5117,https://vaolivreconstrutora.com.br/,5,2,67,A - abordar primeiro,Construtora +30; gerencia obra +12; 18km +10; site +10; tel +5,"R. José de Oliveira Brochado, 35 - Centro, Jundiaí - SP, 13201-045",https://maps.google.com/?cid=11713877048953481641&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
71,,Wolff Engenharia e Construções,Construtora,Sim (indicio no nome),Jundiai,18,(11) 3378-8248,http://www.wolff.eng.br/,,,67,A - abordar primeiro,Construtora +30; gerencia obra +12; 18km +10; site +10; tel +5,"R. Albino Puttini, 170 - Vila Guarani, Jundiaí - SP, 13209-462",https://maps.google.com/?cid=3976810798263463303&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
72,,XPlan – Gerenciamento e Construção,Construtora,Sim (indicio no nome),Jundiai,18,(11) 4522-2202,https://www.xplan.eng.br/,,,67,A - abordar primeiro,Construtora +30; gerencia obra +12; 18km +10; site +10; tel +5,"Rua Rangel Pestana, 828 - Conj 78 - Centro, Jundiaí - SP, 13201-000",https://maps.google.com/?cid=1831801449251096597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
73,,3BX Empreendimentos,Construtora,Sim (indicio no nome),Louveira,0,,http://3bxempreendimentos.com.br/,1,21,67,A - abordar primeiro,Construtora +30; gerencia obra +12; 0km +15; site +10,"R. Armando Steck, 417 - Centro, Louveira - SP, 13290-000",https://maps.google.com/?cid=16183048785465544927&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
74,,JULIANA FREZZA ARQUITETURA,Arquitetura,A verificar,Louveira,0,(19) 3878-0420,https://www.instagram.com/jf.arquitetura/,5,22,67,A - abordar primeiro,Arquitetura +32; 0km +15; site +10; tel +5; reputacao +5,"R. Monsenhor Dom H. Casarim, 106 - VILA NOVA, Louveira - SP, 13290-000",https://maps.google.com/?cid=1930219583167710515&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
75,,LACA ARQUITETURA E DESIGN,Arquitetura,A verificar,Louveira,0,(19) 99263-1010,https://www.instagram.com/lacaarqdesign/?igsh=MWhkc2F5cG5xbzBkbQ==,4.9,15,67,A - abordar primeiro,Arquitetura +32; 0km +15; site +10; tel +5; reputacao +5,"R. Afonso Pena, 136 - Jardim Niero, Louveira - SP, 13290-300",https://maps.google.com/?cid=1476350308400408229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
76,,Alcione de Oliveira Arquitetura,Arquitetura,A verificar,Vinhedo,9,(19) 99216-0258,http://www.alcionedeoliveira.com.br/,5,5,67,A - abordar primeiro,Arquitetura +32; 9km +15; site +10; tel +5; reputacao +5,"R. dos Pardais, 411 - Jardim Italia, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=3372221420101663389&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
77,Cury Camargo (Sandra Cury),Arquitetos CuryCamargo,Arquitetura,A verificar,Vinhedo,9,(19) 99641-3785,http://www.curycamargo.com.br/,5,31,67,A - abordar primeiro,Arquitetura +32; 9km +15; site +10; tel +5; reputacao +5,"Alameda das Acácias, 125 - Bosque das Grevíleas, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=15723815131936757255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,JA E CLIENTE - nao prospectar,
78,,Arquitetura idEA,Arquitetura,A verificar,Vinhedo,9,(19) 3886-6789,http://www.arquiteturaidea.com.br/,4.7,13,67,A - abordar primeiro,Arquitetura +32; 9km +15; site +10; tel +5; reputacao +5,"Rod. Edenor João Tasca, 3126 - Mirante Estrelas, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=6622905149987887853&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
79,,Bia Rohwedder Arquitetura,Arquitetura,A verificar,Vinhedo,9,(19) 99797-3799,https://biarohwarquitetura.com.br/,5,5,67,A - abordar primeiro,Arquitetura +32; 9km +15; site +10; tel +5; reputacao +5,"R. Brasília - Centro, Vinhedo - SP, 13280-105",https://maps.google.com/?cid=272794577156286279&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
80,,DellaBruna Arquitetura,Arquitetura,A verificar,Vinhedo,9,(19) 3515-5571,http://dellabrunaarquitetura.com.br/,4.9,11,67,A - abordar primeiro,Arquitetura +32; 9km +15; site +10; tel +5; reputacao +5,"Av. João Pescarini, 630 - Centro, Vinhedo - SP, 13280-144",https://maps.google.com/?cid=2605500605609282451&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
81,,Eduardo Muzi Arquitetura,Arquitetura,A verificar,Vinhedo,9,(19) 99915-4505,http://www.eduardomuzi.com.br/,4.9,16,67,A - abordar primeiro,Arquitetura +32; 9km +15; site +10; tel +5; reputacao +5,"R. Osvaldo Cruz, 266 - Centro, Vinhedo - SP, 13280-093",https://maps.google.com/?cid=10423792831109946295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
82,,Enertek Engenharia Projetos e Construção ME LTDA,Construtora,Sim (indicio no nome),Vinhedo,9,,http://www.enertek.com.br/,,,67,A - abordar primeiro,Construtora +30; gerencia obra +12; 9km +15; site +10,"R. Sebastião Cardoso, 170 - Vista Alegre, Vinhedo - SP, 13285-336",https://maps.google.com/?cid=9694678695876570452&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
83,,Lara Arquitetura e Criação,Arquitetura,A verificar,Vinhedo,9,(19) 98300-1201,https://laraarqcria.netlify.app/?fbclid=PAVERFWAST_CJleHRuA2FlbQIxMABzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeOtDypiprQB02xSE4vSHE1V8z_VykjfrBS52bbjP9GJtQEanU3Rk4Uan_Vyg_aem_WJY9MzHXOI69uVxSWDsegw#contato,5,26,67,A - abordar primeiro,Arquitetura +32; 9km +15; site +10; tel +5; reputacao +5,"Rua Antônio Viel - Jardim Eldorado, Vinhedo - SP, 13285-410",https://maps.google.com/?cid=14800929966864686606&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
84,,Martini Arquitetura,Arquitetura,A verificar,Vinhedo,9,(19) 3876-4844,https://martiniarquitetura.com.br/,4.7,22,67,A - abordar primeiro,Arquitetura +32; 9km +15; site +10; tel +5; reputacao +5,"R. Luíz Mingarelli, 57 - Centro, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=4773509630155997181&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
85,Patricia Zampieri,PATRÍCIA ZAMPIERI Arquitetura Engenharia Interiores e Gestão Ltda,Arquitetura,A verificar,Vinhedo,9,(19) 97402-9882,http://www.patriciazampieri.com.br/,5,46,67,A - abordar primeiro,Arquitetura +32; 9km +15; site +10; tel +5; reputacao +5,"R. Canários, 65 - Sl 08 - Jardim Italia, Vinhedo - SP, 13289-150",https://maps.google.com/?cid=16289578209879796489&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,JA E CLIENTE - nao prospectar,
86,,PINA ARQUITETURA,Arquitetura,A verificar,Vinhedo,9,(19) 99710-0725,http://www.pinaarquitetura.com.br/,4.6,13,67,A - abordar primeiro,Arquitetura +32; 9km +15; site +10; tel +5; reputacao +5,"R. Pica Paus, 81 - Jardim Brasil, Vinhedo - SP, 13280-000",https://maps.google.com/?cid=10017885909205702384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
87,,Singapura Construção e Montagens Industriais,Construtora,Sim (indicio no nome),Vinhedo,9,,http://www.singapura.eng.br/,4.3,11,67,A - abordar primeiro,Construtora +30; gerencia obra +12; 9km +15; site +10,"R. José Gallo, 320 - Vista Alegre, Vinhedo - SP, 13285-332",https://maps.google.com/?cid=3794824748335252347&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
88,,Tripe Arquitetura,Arquitetura,A verificar,Vinhedo,9,(19) 97117-4030,https://www.tripearq.com.br/,4.7,13,67,A - abordar primeiro,Arquitetura +32; 9km +15; site +10; tel +5; reputacao +5,"Rua 24 de Outubro, 330 - Centro, Vinhedo - SP, 13280-089",https://maps.google.com/?cid=14417501233338232064&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
89,,Vicorp Empreendimentos Imobiliários,Incorporadora,Sim (indicio no nome),Vinhedo,9,(19) 3876-5957,https://www.vicorp.com.br/,3.9,10,67,A - abordar primeiro,Incorporadora +25; gerencia obra +12; 9km +15; site +10; tel +5,"R. João Corazzari, N 196 - Barra Funda, Vinhedo - SP, 13280-091",https://maps.google.com/?cid=17783133765258254186&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
90,,melix arquitetura,Arquitetura,A verificar,Vinhedo,9,(11) 99103-8208,https://www.instagram.com/melixarquitetura,5,5,67,A - abordar primeiro,Arquitetura +32; 9km +15; site +10; tel +5; reputacao +5,"Av. Arnaldo Biagioli, 81 - Sala 2 - Jardim dos Passaros, Vinhedo - SP, 13289-236",https://maps.google.com/?cid=6128751868207757313&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
91,,Aiyrah | Engenharia Elétrica,Engenharia,Provavel,Itatiba,27,(11) 97447-5885,https://aiyrah.com.br/,5,19,65,A - abordar primeiro,Engenharia +35; 27km +10; site +10; tel +5; reputacao +5,"R. Santo Antônio, 832 - Jardim Mexico, Itatiba - SP, 13253-400",https://maps.google.com/?cid=11178283092330933645&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
92,,Altovolt Engenharia,Engenharia,Provavel,Itatiba,27,(11) 97613-8331,http://www.altovolt.com.br/,4.8,6,65,A - abordar primeiro,Engenharia +35; 27km +10; site +10; tel +5; reputacao +5,"R. RAMON GONZALES DEL RIO, 146 - Quinta da Boa Vista, Itatiba - SP, 13251-062",https://maps.google.com/?cid=8953841558468943531&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
93,,FEJ ENGENHARIA,Engenharia,Provavel,Itatiba,27,(11) 97213-3003,http://www.fejengenharia.com.br/,4.8,16,65,A - abordar primeiro,Engenharia +35; 27km +10; site +10; tel +5; reputacao +5,"Av. Maria Teresa da Costa Naufal, 287 - Lj 5 - Country, Itatiba - SP, 13254-600",https://maps.google.com/?cid=5252575167072420441&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
94,,Felipe engenheiro em itatiba engenharia e serviços,Engenharia,Provavel,Itatiba,27,(11) 96855-6217,http://www.felipeengenhariaeservicos.com.br/site/,5,7,65,A - abordar primeiro,Engenharia +35; 27km +10; site +10; tel +5; reputacao +5,"Av. Prudente de Moraes, 735 - Vila Santa Cruz, Itatiba - SP, 13251-500",https://maps.google.com/?cid=5239236970987083039&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
95,,Hml Engenharia Ambiental I Laudos - Licenças Ambientais e Projetos,Engenharia,Provavel,Itatiba,27,(11) 4487-2005,http://www.hmlambiental.com.br/,5,5,65,A - abordar primeiro,Engenharia +35; 27km +10; site +10; tel +5; reputacao +5,"R. José Benedito Franco Penteado, 25 - Sl 02 - Lot. Res. Central Park I, Itatiba - SP, 13253-634",https://maps.google.com/?cid=7247107600227145357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
96,,JBRS Engenharia,Engenharia,Provavel,Itatiba,27,(11) 99589-8082,https://jbrsengenharia.com.br/,5,8,65,A - abordar primeiro,Engenharia +35; 27km +10; site +10; tel +5; reputacao +5,"Estr. Leopoldino Bortolossi, 601 - Mombuca, Itatiba - SP, 13256-830",https://maps.google.com/?cid=11862068885980602599&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
97,,Montouro Engenharia Civil,Engenharia,Provavel,Itatiba,27,(11) 99021-4331,https://www.instagram.com/montourocivil?igsh=Nzd6ZjQxYTVmMjUx,5,12,65,A - abordar primeiro,Engenharia +35; 27km +10; site +10; tel +5; reputacao +5,"Rua Catharina Massaretto Ventura, 75 - Recanto do Parque, Itatiba - SP, 13253-378",https://maps.google.com/?cid=18038231396173149246&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
98,,WN Engenharia Elétrica,Engenharia,Provavel,Itatiba,27,(11) 97277-3100,https://www.wnengenhariaeletrica.com.br/,5,11,65,A - abordar primeiro,Engenharia +35; 27km +10; site +10; tel +5; reputacao +5,"Rua João Atílio Franzini, 60 - Parque industrial Adelelmo Corradine, Itatiba - SP, 13257-596",https://maps.google.com/?cid=15427650237224987167&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
99,,Anzo Engenharia Elétrica,Engenharia,Provavel,Itupeva,22,(11) 2580-3406,https://www.anzo.eng.br/,4.7,38,65,A - abordar primeiro,Engenharia +35; 22km +10; site +10; tel +5; reputacao +5,"R. José Marchi, 400 - São José, Itupeva - SP, 13298-014",https://maps.google.com/?cid=15931505909541480339&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
100,,Fabiana Pelegrini Engenharia,Engenharia,Provavel,Itupeva,22,(11) 4591-1810,http://www.fabianapelegrini.com.br/,4.8,8,65,A - abordar primeiro,Engenharia +35; 22km +10; site +10; tel +5; reputacao +5,"R. Thereza Beteli Tosi, 531 - Res. Tosi, Itupeva - SP, 13295-000",https://maps.google.com/?cid=1555402323570444907&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
101,,Fernandes Costa Engenharia,Engenharia,Provavel,Itupeva,22,(11) 96187-6692,https://fernandescostaengenharia.com.br/,5,19,65,A - abordar primeiro,Engenharia +35; 22km +10; site +10; tel +5; reputacao +5,"Av. Guanabara, 79 - segundo andar Sala 05 - Jardim Sao Vicente, Itupeva - SP, 13295-090",https://maps.google.com/?cid=9741389894246880916&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
102,,JIM Engenharia de automação LTDA,Engenharia,Provavel,Itupeva,22,(11) 97206-4992,http://www.jimengenharia.com.br/,5,16,65,A - abordar primeiro,Engenharia +35; 22km +10; site +10; tel +5; reputacao +5,"R. Miguel Philomeno, 550 - Portal da Santa Fe, Itupeva - SP, 13295-566",https://maps.google.com/?cid=12200423486215948035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
