ID,Empresa,Razao_Social_CNPJ,Categoria,Especialidade,Cidade_Sede,UF,Eixo_Regional,Dist_Louveira_km,Raio_de_Atuacao,Porte_Estimado,Fundacao,Site,Telefone,Endereco,Social,Decisor_Alvo_Cargo,Nome_Decisor,Email,Gatilho_Comercial,Prioridade_ICP,Confianca_do_Dado,Fonte,Status_Prospeccao,Proxima_Acao,Observacoes,Google_Maps,Avaliacao,Qtd_Avaliacoes,Status_Negocio
0051,Engenharia Civil - Monise Dutra,,Engenharia,Serviços,Itupeva,SP,Eixo Louveira,22,,,,,(11) 97229-9349,"Rua: Francisco Cardoso da Silva - Portal da Santa Fe, Itupeva - SP, 13295-564",,Socio-Diretor / Engenheiro responsavel,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9050403616532524566&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0052,Equipar Locações,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4591-8590,"R. Maria Soldeira Lourençon, 230 - Região Metropolitana de Jundiaí, Itupeva - SP, 13295-620",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5796121161199688439&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3,2,OPERATIONAL
0053,Evandro Blocos Estruturais cerâmicos,,Servicos correlatos,Serviços,Itupeva,SP,Eixo Louveira,22,,,,,,"R. Jacob Condini - Jd Nova Tuiuti, Itupeva - SP, 13296-002",,Proprietario,,,,A,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3805905020994485972&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0054,F&Oliveira Empreendimentos Imobiliários,,Incorporadora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://www.foliveiraimoveis.com/,(11) 2580-0126,"Thereza Beteli - R. Emílio Tosi, 247 - Res. Tosi, Itupeva - SP, 13296-064",,Diretor Comercial / Diretor de Incorporacao,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17355792833462561549&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0055,F3V Arquitetura e Construção,,Arquitetura,,Itupeva,SP,Eixo Louveira,22,,,,,(11) 97268-0651,"R. Emancipadores do Município, 407 - do Pinheirinho, Itupeva - SP, 13295-000",,Socio / Arquiteto titular,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8916422415989356956&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0056,FABICONSTRU - ME,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,http://www.fabiconstru.wixsite.com/fabiconstru,(11) 97317-6164,"Via Adalberto de La Fuente y Rodrigues, 1620 - Monte Serrat, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6412149517217868120&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,6,OPERATIONAL
0057,Fabiana Pelegrini Engenharia,,Engenharia,Serviços,Itupeva,SP,Eixo Louveira,22,,,,http://www.fabianapelegrini.com.br/,(11) 4591-1810,"R. Thereza Beteli Tosi, 531 - Res. Tosi, Itupeva - SP, 13295-000",,Socio-Diretor / Engenheiro responsavel,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1555402323570444907&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,8,OPERATIONAL
0058,Fagner construção,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 95057-9111,"R. Pablo Vicente Gil Cabanãs, 300 - Estância Hidromineral Santa Eliza, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4178700901698359261&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0059,Fernandes Costa Engenharia,,Engenharia,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://fernandescostaengenharia.com.br/,(11) 96187-6692,"Av. Guanabara, 79 - segundo andar Sala 05 - Jardim Sao Vicente, Itupeva - SP, 13295-090",,Socio-Diretor / Engenheiro responsavel,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9741389894246880916&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,19,OPERATIONAL
0060,Fiducia Locação e Infraestrutura,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://fiducialocacoes.com.br/,(11) 91890-1967,"R. Maria Clara Almeida Santos, 92 - Parque Das Vinhas, Itupeva - SP, 13295-524",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10191940213278369648&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0061,Foco - Regularização de Obras,,Servicos correlatos,Contabilidade,Itupeva,SP,Eixo Louveira,22,,,,,,"Tv. Maria Clara Almeida Santos, 92 - Jardim Primavera, Itupeva - SP, 13295-000",,Proprietario,,,,A,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9274197740038887360&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0062,França Terraplanagem,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 98799-8492,"R. Isac de Mesquita Jr - Região Metropolitana de Jundiaí, Itupeva - SP, 13296-762",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3344762801140648854&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,8,OPERATIONAL
0063,Fênix Construções Incorporações,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4591-3047,"Rua Benedita C Madeira, 1 - Parque Amarylis, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1763672152278690901&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0064,GAV Engenharia Projetos e Construções,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://gavengenharia.com.br/,(11) 99949-6823,"R. Antonio Polli, 384 - Sl 2 e 4 - Jardim Sao Vicente, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4243976767348557637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,1,OPERATIONAL
0065,GSC Sistema Construtivo,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4496-2992,"Rodovia Vice Hermenegildo Tonolli º 469 - Sl 02 - Jardim Ana Luiza, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=14336204809825341226&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0066,Galpao,,Servicos correlatos,Escritório da empresa,Itupeva,SP,Eixo Louveira,22,,,,,,"R. Maria Covagnoli Mulunhone, 373 - Jardim Santa Barbara, Itupeva - SP, 13295-000",,Proprietario,,,,A,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13652486797596676395&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0067,Gercons Arquitetura,,Arquitetura,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://admgercons.wixsite.com/gerconsarquitetura,(11) 4496-0700,"R. Juliana de Oliveira Borges, 100 - Parque Das Vinhas, Itupeva - SP, 13295-528",,Socio / Arquiteto titular,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16355098402199880577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,14,OPERATIONAL
0068,Grupo Zerbinatti Engenharia,,Engenharia,Serviços,Itupeva,SP,Eixo Louveira,22,,,,,(11) 92002-4988,"R. Ercília Vicentini Fabricio, 272 - Parque Santa Isabel, Itupeva - SP, 13296-174",,Socio-Diretor / Engenheiro responsavel,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16716097813008560704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,9,OPERATIONAL
0069,HL POSTE PADRÃO & ENGENHARIA,,Engenharia,Loja de materiais de construção,Itupeva,SP,Eixo Louveira,22,,,,https://www.facebook.com/hlpostepadraoitupeva/,(19) 97405-1034,"R. Jundiaí, n°377 - Sl 2 - Jardim Primavera, Itupeva - SP, 13295-000",,Socio-Diretor / Engenheiro responsavel,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2491948604680505649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0070,Habitar Engenharia e Construções,,Construtora,Consultoria,Itupeva,SP,Eixo Louveira,22,,,,https://www.facebook.com/habitaritupeva/,(11) 4496-1120,"Rua Rachel Del Acqua Marchi, 161 - sala 2 - Jardim Primavera, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10025870749022539662&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL
0071,Habitare Engenharia,,Engenharia,Consultoria,Itupeva,SP,Eixo Louveira,22,,,,http://habitareengenharia.com.br/,(11) 4496-3267,"R. Maria Clara Almeida Santos, 92 - Parque Das Vinhas, Itupeva - SP, 13295-000",,Socio-Diretor / Engenheiro responsavel,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=196608392315389619&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0072,History Center Comercial e Industrial Ltda,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,http://www.estacashc.com.br/,(11) 4591-2179,"R. Pref. José Carlos, 2450 - Região Metropolitana de Jundiaí, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13606516307096669112&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0073,Imobiliária Itupeva SP,,Construtora,Imobiliária,Itupeva,SP,Eixo Louveira,22,,,,http://www.imobiliariaitupevasp.com.br/,(11) 4496-5829,"Av. Brasil, 1520 - Sala 05 - Parque das Laranjeiras, Itupeva - SP, 13298-036",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13119033049689467595&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.2,29,OPERATIONAL
0074,Ipê Construtora,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4591-1989,"R. José Marchi, 162 - Jardim Arco Iris, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=690634955387303043&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,2,OPERATIONAL
0075,Itupeva,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,,"Região Metropolitana de Jundiaí, Itupeva - SP, 13295-154",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10281283615766566767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0076,J A Itupeva,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://sites.google.com/view/jaitupeva/p%C3%A1gina-inicial,(11) 92002-1762,"Caça Vazamento - R. Antonio Polli, 6 - Sl 6 - Jardim Primavera, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16137576597136973091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,16,OPERATIONAL
0077,J G C Construtora & Planejamento,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4591-2096,"Av. Emílio Chechinato, 2700 - Parque Residencial Paraiso - Terras Brasilis, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5705991833824284884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3,2,OPERATIONAL
0078,J Junior Empreendimentos Imobiliários,,Incorporadora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4496-4522,"Av. Emílio Chechinato, 3610 - Residencial Pacaembu, Itupeva - SP, 13295-000",,Diretor Comercial / Diretor de Incorporacao,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13906493713178909032&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.5,2,OPERATIONAL
0079,J.J.A CONSTRUÇÕES E REFORMAS,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 94734-8916,"lucia queiroz guimaraes paraiso 382 - Rio Das Pedras, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5007902996807506980&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0080,J.V.A.Construção Civil e Pavimentação,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://j-v-a-construcao-civil-e-pavimentacao.ueniweb.com/?utm_campaign=gmb,(11) 99874-2051,"R. Colibri - Chácaras Do Guacuri, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10019491353793017193&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0081,JIM Engenharia de automação LTDA,,Engenharia,Fabricante,Itupeva,SP,Eixo Louveira,22,,,,http://www.jimengenharia.com.br/,(11) 97206-4992,"R. Miguel Philomeno, 550 - Portal da Santa Fe, Itupeva - SP, 13295-566",,Socio-Diretor / Engenheiro responsavel,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12200423486215948035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,16,OPERATIONAL
0082,JM Soluções Engenharia,,Engenharia,Escritório da empresa,Itupeva,SP,Eixo Louveira,22,,,,,(11) 97471-8674,"R. Sebastião Deonísio - Parque Residencial Paraiso - Terras Brasilis, Itupeva - SP, 13295-000",,Socio-Diretor / Engenheiro responsavel,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3616795980409370649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2.5,2,OPERATIONAL
0083,JMK Imóveis e Construções,,Construtora,Imobiliária,Itupeva,SP,Eixo Louveira,22,,,,http://www.jmkimoveis.com.br/,(11) 97509-0441,"R. Rio Solimões, 273 - Jardim do Ribeirão I, Itupeva - SP, 13298-514",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7046887631920789823&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0084,JP ELÉTRICA E CLIMATIZAÇÃO ITUPEVA E JUNDIAÍ,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://wa.me/message/BUPBLNPWRNGQH1,(11) 94240-2413,"Estrada vereador Waldomiro fregnhani - Nova, 551 - Rio Das Pedras, Itupeva - SP, 13299-130",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5599157706381704981&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,214,OPERATIONAL
0085,JPR Empreendimentos Imobiliários,,Incorporadora,Serviços,Itupeva,SP,Eixo Louveira,22,,,,https://jprempreendimentos.com.br/contato,(11) 4496-6577,"Av. Brasil, 1753 - Piso Superior - Jardim Brasil, Itupeva - SP, 13296-082",,Diretor Comercial / Diretor de Incorporacao,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17591108858747682490&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,3,OPERATIONAL
0086,Jatobás Engenharia e Construção,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,http://www.ojatobas.com.br/,(11) 4496-1319,"Av. Itália, 395 - Sl 06 - Jardim Sao Vicente, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17727555173681358217&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,26,OPERATIONAL
0087,Jean café construção,,Construtora,Serviços,Itupeva,SP,Eixo Louveira,22,,,,,(11) 99414-4205,"Av. José Tonoli - Jardim Samambaia, Itupeva - SP, 13295-208",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13330304785242475214&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0088,Juvenil Materiais para Construção,,Construtora,Loja de materiais de construção,Itupeva,SP,Eixo Louveira,22,,,,,(11) 94461-0980,"R. João Saí, 273 - Portal da Santa Fe, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15694640418946709575&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,106,OPERATIONAL
0089,Kramer • Remoção de Entulho | Terraplenagem | Container (por @sitedacidade),,Servicos correlatos,Serviços,Itupeva,SP,Eixo Louveira,22,,,,,,"R. José Philomeno, 370 - Jardim Alegria, Itupeva - SP, 13295-238",,Proprietario,,,,A,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6862517196249341219&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0090,Kronan Sistema Construtivo,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,http://www.kronan.com.br/,(11) 95315-8156,"R. Lino Peixoto Amorim, 991 - Das Paineiras, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16328600308859122019&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,18,OPERATIONAL
0091,L A terraplenagem e locação,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,,"Rod. Mário Tonoli - Vila Paraizo, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17476507048665971879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0092,L.A ENGENHARIA ELÉTRICA & ILUMINAÇÃO,,Engenharia,Eletricista,Itupeva,SP,Eixo Louveira,22,,,,http://www.laengeletrica.com.br/,(11) 94685-3330,"Rod. Vice Pref. Hermenegildo Tonoli, 1011 - salão 03 - Jardim Ana Luiza, Itupeva - SP, 13295-000",,Socio-Diretor / Engenheiro responsavel,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=14977814419249112354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,32,OPERATIONAL
0093,LGP Consultoria LTDA,,Construtora,Consultoria,Itupeva,SP,Eixo Louveira,22,,,,http://www.consultorialgp.com.br/,(11) 3963-6441,"Av. Brasil, 1782 - Sl 26 - Laranjeiras, Itupeva - SP, 13296-032",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9513049711451850532&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0094,LHC TERRAPLENAGEM,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4591-1142,"Av. Brasil, 134 - Vila Paraizo, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1411928557924829906&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0095,Lajes Rio Das Pedras,,Construtora,Loja de materiais de construção,Itupeva,SP,Eixo Louveira,22,,,,,(11) 97351-0720,"Av. José Tonoli, 32 - Jardim Samambaia, Itupeva - SP, 13295-206",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13415937101181951483&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.1,17,OPERATIONAL
0096,Lajomar Lajes e Artefatos de Concreto,,Servicos correlatos,Loja de materiais de construção,Itupeva,SP,Eixo Louveira,22,,,,,,"R. Aristodemo Polli, 250 - Santa Júlia, Itupeva - SP, 13295-611",,Proprietario,,,,A,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6713517047250438954&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0097,LarBless,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4290-0785,"R. Mairinque, 56 - Residencial Pacaembu, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5558489541733951169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0098,Leal Engenharia e Construtora Itupeva,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://engenharialeal.com.br/,(11) 94723-3581,"Av. Guanabara, 151 - Jardim Sao Vicente, Itupeva - SP, 13295-090",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8619598700943487477&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,91,OPERATIONAL
0099,Libercon - Canteiro Lyon fase II,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 94160-9351,"Estr. Joaquim Bueno Neto, 9305 - Jardim Alegre, Itupeva - SP, 13295-600",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15969296835536334985&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0100,Lorena Campos Arquitetura e Construção,,Arquitetura,Serviços,Itupeva,SP,Eixo Louveira,22,,,,https://www.lorenacampos.com.br/escritorio-de-arquitetura-em-itupeva/,(11) 96187-1664,"Av. Guanabara, 140 - Sl 02 - Jardim Sao Vicente, Itupeva - SP, 13295-090",,Socio / Arquiteto titular,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11846604377527409960&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,39,OPERATIONAL
