ID,Empresa,Razao_Social_CNPJ,Categoria,Especialidade,Cidade_Sede,UF,Eixo_Regional,Dist_Louveira_km,Raio_de_Atuacao,Porte_Estimado,Fundacao,Site,Telefone,Endereco,Social,Decisor_Alvo_Cargo,Nome_Decisor,Email,Gatilho_Comercial,Prioridade_ICP,Confianca_do_Dado,Fonte,Status_Prospeccao,Proxima_Acao,Observacoes,Google_Maps,Avaliacao,Qtd_Avaliacoes,Status_Negocio
0050,Ipê Construtora,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4591-1989,"R. José Marchi, 162 - Jardim Arco Iris, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=690634955387303043&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,2,OPERATIONAL
0051,J A Itupeva,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://sites.google.com/view/jaitupeva/p%C3%A1gina-inicial,(11) 92002-1762,"Caça Vazamento - R. Antonio Polli, 6 - Sl 6 - Jardim Primavera, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16137576597136973091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,16,OPERATIONAL
0052,J G C Construtora & Planejamento,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4591-2096,"Av. Emílio Chechinato, 2700 - Parque Residencial Paraiso - Terras Brasilis, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5705991833824284884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3,2,OPERATIONAL
0053,J.J.A CONSTRUÇÕES E REFORMAS,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 94734-8916,"lucia queiroz guimaraes paraiso 382 - Rio Das Pedras, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5007902996807506980&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0054,JMK Imóveis e Construções,,Construtora,Imobiliária,Itupeva,SP,Eixo Louveira,22,,,,http://www.jmkimoveis.com.br/,(11) 97509-0441,"R. Rio Solimões, 273 - Jardim do Ribeirão I, Itupeva - SP, 13298-514",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7046887631920789823&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0055,Jatobás Engenharia e Construção,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,http://www.ojatobas.com.br/,(11) 4496-1319,"Av. Itália, 395 - Sl 06 - Jardim Sao Vicente, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17727555173681358217&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,26,OPERATIONAL
0056,Jean café construção,,Construtora,Serviços,Itupeva,SP,Eixo Louveira,22,,,,,(11) 99414-4205,"Av. José Tonoli - Jardim Samambaia, Itupeva - SP, 13295-208",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13330304785242475214&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0057,Katharina moveisplanejados,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://www.instagram.com/katharinamoveisplanejados?igsh=aGxrd3lnaW12aXcw,(11) 95090-6336,"R. Manoel Antônio Narciso, 119 - Jardim Itália, Itupeva - SP, 13299-030",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15829382051386210547&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0058,Kronan Sistema Construtivo,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,http://www.kronan.com.br/,(11) 95315-8156,"R. Lino Peixoto Amorim, 991 - Das Paineiras, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16328600308859122019&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,18,OPERATIONAL
0059,LGP Consultoria LTDA,,Construtora,Consultoria,Itupeva,SP,Eixo Louveira,22,,,,http://www.consultorialgp.com.br/,(11) 3963-6441,"Av. Brasil, 1782 - Sl 26 - Laranjeiras, Itupeva - SP, 13296-032",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9513049711451850532&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0060,LarBless,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4290-0785,"R. Mairinque, 56 - Residencial Pacaembu, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5558489541733951169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0061,Leal Engenharia e Construtora Itupeva,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://engenharialeal.com.br/,(11) 94723-3581,"Av. Guanabara, 151 - Jardim Sao Vicente, Itupeva - SP, 13295-090",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8619598700943487477&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,91,OPERATIONAL
0062,Libercon - Canteiro Lyon fase II,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 94160-9351,"Estr. Joaquim Bueno Neto, 9305 - Jardim Alegre, Itupeva - SP, 13295-600",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15969296835536334985&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0063,M3 Ar,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,http://m3ar.com.br/,(11) 3971-2804,"Alameda Ágata, 431 - Estância Hidromineral Santa Eliza, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2508958051758877553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0064,Marcenaria Josivam,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 97594-4574,"Av. Emílio Chechinato, 3398 - Jardim Alegre, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1527459875256919209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0065,Mariano & Oliveira,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 94708-9852,"Rua Doutor olavo de Queiroz Guimarães - nova, 817 - Rio Das Pedras, Itupeva - SP, 13299-134",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15784369567169459771&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0066,Marques Madeira,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 94169-1686,"R. Alfredo Carlos São José, 89 - Jardim Europa, Itupeva - SP, 13296-124",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9217492862999171923&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0067,Max Terra Planagem,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4593-1365,"R. Sabiá, 850 - Chácaras Do Guacuri, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15442362208538950343&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.7,11,OPERATIONAL
0068,Modularis,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,http://www.modularis.com.br/,(11) 4591-1444,"R. Francisco Codarin, 305 - São Roque da Chave, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17609776353431123890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.2,43,OPERATIONAL
0069,Mzinho construçâo,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://mzinhowww.com/,(11) 99642-0198,"R. Nica Preta - Jardim Italia, Itupeva - SP, 13299-007",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3437084181963180155&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,14,OPERATIONAL
0070,NFR Ambiental - Poços Artesianos,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,,"R. Senise Ribeiro de Barros, 281 - Estância Hidromineral Santa Eliza, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=18038613483563517913&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0071,Netuno construtora e empreiteira,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 99686-3242,"R. Pedro V de Beneditis - Jardim Ana Luiza, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13009513957325147106&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.7,3,OPERATIONAL
0072,Oseias Oliveira Engenheiro Civil,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 98760-5265,"R. Angelina Marques Bonequini, 400 - Parque Das Hortensias, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15404077004453494547&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0073,PEREIRA LIMA,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4593-3374,"R. Anambé, 301 - Parque Residencial Paraiso - Terras Brasilis, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2019530017984465574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0074,Poço Semi Artesiano,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 91140-8641,"e Romera - R. Antônio Romera, 270 - Vila Sao Joao, Itupeva - SP, 13295-269",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4698618089271548105&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0075,Qualifer,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,http://www.qualifer.com.br/,(11) 4496-4328,"Rod. Vice Pref. Hermenegildo Tonoli, 2777 - Portal da Santa Fe, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7401710330641006470&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,21,OPERATIONAL
0076,R&Santos construções Ltda,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://www.rsantosconstrucoes.com.br/,(11) 97088-2560,"Av. Itália - Jardim Primavera, Itupeva - SP, 13295-155",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2674183288411640523&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL
0077,RC Construções,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4593-3708,"Rua Alberto Mondin, 48 - Parque Das Hortensias, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17560907634943430346&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0078,RC Projetos & Construções,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 94591-2850,"Av Brasil, 1120 Boa Chapeleira - Jardim Primavera, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5393766314023342924&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0079,RODRILOPES - Estruturas Metálicas,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,http://www.rodrilopes.com.br/,(11) 97462-8403,"R. Deolinda Marchi Betelli, 74 - Loteamento Betelli, Itupeva - SP, 13295-749",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8153664516192423632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,8,OPERATIONAL
0080,RS CONSTRUÇÃO E REFORMA,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,http://www.rsconstrucaoereforma.com/,(11) 94192-3571,"alberto betelli - nova, numero 83 - Rio Das Pedras, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16636561207838603677&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0081,Resinsa,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 91147-8298,"Av. Emílio Chechinato, 3895 - Jardim Alegre, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10343783373627693333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0082,SOS Lazer Itupeva,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4591-1964,"R. 21 de Março, 15 - Parque Amarylis, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11315479797394090643&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.1,11,OPERATIONAL
0083,Safeimper,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,http://www.safeimper.com.br/,(15) 99799-5794,"Av. Brasil - Jardim Sao Vicente, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=593231840384930023&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,6,OPERATIONAL
0084,Sales & Rosario Engenharia e Construcoes LTDA,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://salleserosario.com.br/,(11) 91321-2650,"Av. Humberto Cereser, 2229 - Caxambu, Itupeva - SP, 13218-711",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2695410433504466946&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,1,2,OPERATIONAL
0085,Saraiva Poços Artesianos e Semi-Artesianos Itupeva,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 99921-3319,"Av. Isaac de Mesquita Jr., no 921 - Chácaras Do Guacuri, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2865158417466084903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,4,OPERATIONAL
0086,Soares Montagens,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4496-5726,"R. Santa Rita de Cassia, 365 - Santo Antonio, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10599053570968256675&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.7,3,OPERATIONAL
0087,T.r Queiroz Construtora,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,,"R. Aristides Francisco da Silva, 53 - Jardim Arco Iris, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7828200245422870816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0088,Topseal,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://topsealbr.com/,(11) 4806-0475,"R. Lino Peixoto Amorim, 305 - Pinheirinho, Itupeva - SP, 13295-606",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8955449825845993486&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,24,OPERATIONAL
0089,UNIT PROJETOS E EMPREENDIMENTOS,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://www.unitprojetos.com.br/,(11) 4496-1843,"R. Cabreúva, 130 - Jardim Samambaia, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13393521176840280105&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,18,OPERATIONAL
0090,VC Engenharia & Construções,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://vcconstrucao.com.br/,(11) 4592-1264,"Av. Brasil, 1782 - Sl 03 - Do Pinherinho, Itupeva - SP, 13296-032",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16663991194569122011&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
0091,VMJ construtora,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,https://vmjconstrutora.com.br/contato,(11) 96084-3773,"R. Adélia de Oliveira, 01 - Residencial Pacaembu, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9861807671298911879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0092,Vazazano Hidráulica,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 2222-2464,"Caça Vazamentos Itupeva - Caça Vazamento - R. Jundiaí, 2 - Jardim Primavera, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13680100708760622264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0093,Viável Projetos,,Construtora,Serviços,Itupeva,SP,Eixo Louveira,22,,,,https://viavelprojetos.com.br/,(11) 94197-4883,"R. Conceição Degelo Lourençon, 55 - Jardim Primavera, Itupeva - SP, 13295-067",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15576156391896153441&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,21,OPERATIONAL
0094,WM reforma em geral,,Construtora,Eletricista,Itupeva,SP,Eixo Louveira,22,,,,,(19) 98457-6572,"R. A - Residencial Barão da Boa vista, Itupeva - SP, 13295-616",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=174669308950975832&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0095,Wogel Lar & Construção,,Construtora,Loja de materiais de construção,Itupeva,SP,Eixo Louveira,22,,,,http://www.wogel.com.br/,(11) 4591-7676,"Rod. Vice Pref. Hermenegildo Tonoli, 480 - Santa Julia, Itupeva - SP, 13295-609",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16831374807219016752&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,1445,OPERATIONAL
0096,construções y.s.a,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 93461-4243,"Rua antonio romera y - romera, Itupeva - SP, 13295-269",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9739860042504138885&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0097,os_ferreira.servicos,,Construtora,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,,"R. Braz Sanches, 99 - Rio Das Pedras, Itupeva - SP, 13295-000",,Socio-Diretor / Diretor de Obras,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=18037996932821777740&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
0098,Empreiteira Mão Obra Favero,,Empreiteira,Serviços,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4591-3141,"Tr 3, 198 - Rio Das Pedras, Itupeva - SP, 13295-000",,Proprietario / Encarregado geral,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9311278114031991775&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,3,OPERATIONAL
0099,Empreiteira de Mão-de-Obra Favero,,Empreiteira,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4591-3634,"Av. Emílio Chechinato, 431 - Jardim Samambaia, Itupeva - SP, 13295-000",,Proprietario / Encarregado geral,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2250004348767681215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,1,OPERATIONAL
0100,Luciano Araújo de Moraes Empreiteira M,,Empreiteira,Empreiteira,Itupeva,SP,Eixo Louveira,22,,,,,(11) 4593-3075,"Av. Guanabara, 335 - Jardim Sao Vicente, Itupeva - SP, 13295-000",,Proprietario / Encarregado geral,,,,A,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17033113166422885756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,2,OPERATIONAL
