#,Empresa,Segmento,Cidade,UF,Regiao,Telefone,Site,Email,Nota,Avals,Endereco,Google_Maps,Dist_Louveira_km,Enriquecido,Nome_Decisor,Status_Prospeccao,Observacoes
71,Diase Construtora,Construtora,Barueri,SP,Foco,(11) 4195-4898,http://www.diase.com.br/,,4.5,74,"Alameda Xingu, 350 - cj. 1204 - 12º andar - Alphaville Industrial, Barueri - SP, 06455-030",https://maps.google.com/?cid=17268294040115197139&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
72,Dione Carlos (Eng Civil),Construtora,Barueri,SP,Foco,(11) 94064-6402,https://www.instagram.com/dc_engenhariasp/,,5,1,"R. Abelardo Luz - Jardim Mutinga, Barueri - SP, 06463-260",https://maps.google.com/?cid=17845638666392312958&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
73,Domus Comercial Construtora Empreendimentos Agro-Pecuários,Construtora,Barueri,SP,Foco,(11) 4191-2786,,,5,3,"Alameda Bolívia, 38 - Alphaville Res. Dois, Barueri - SP, 06470-220",https://maps.google.com/?cid=13574522330964960274&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
74,Drive Construtora,Construtora,Barueri,SP,Foco,(11) 93901-2901,https://driveconstrutora.com.br/,,5,4,"Condomínio Stadium - Al. Rio Negro, 1030 - Esc 206 - Alphaville, Barueri - SP, 06454-000",https://maps.google.com/?cid=12037647258115028957&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
75,Duarteng Engenharia e Construções,Construtora,Barueri,SP,Foco,(11) 94496-3532,,,5,1,"Av. Iracema, 974 - Aldeia, Barueri - SP, 06440-010",https://maps.google.com/?cid=17047043447751058656&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
76,Eduardo Macario - Lotes e Terrenos em Cotia e Barueri,Construtora,Barueri,SP,Foco,(11) 98064-6218,https://www.corretoreduardomacario.com.br/,,5,11,"Centro Industrial e Empresarial - Al. Rio Negro, 503 - conj. 2020 - Alphaville, Barueri - SP, 06454-000",https://maps.google.com/?cid=5812328936891614365&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
77,EFA Construção,Construtora,Barueri,SP,Foco,(11) 92458-5500,https://efaconstrucao.com.br/,,,,"Al. Rio Negro, 503 - Alphaville Industrial, Barueri - SP, 06454-000",https://maps.google.com/?cid=15933548191410519290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
78,Elias,Construtora,Barueri,SP,Foco,(11) 98419-7080,,,,,"R. Américo Vespúcio, 129 - Parque Imperial, Barueri - SP, 06462-300",https://maps.google.com/?cid=15599784608317879602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
79,Eng Civil rapha service,Construtora,Barueri,SP,Foco,(11) 98839-4887,https://raphaservice.com.br/,,,,"R. Diógenes Ribeiro de Lima, 57 - Jardim Belval, Barueri - SP, 06420-250",https://maps.google.com/?cid=7563918003548598102&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
80,Eng Godinho,Construtora,Barueri,SP,Foco,(11) 98463-4646,,,,,"R. Mar da Galiléia, 305 - Parque Ribeiro de Lima, Barueri - SP, 06405-035",https://maps.google.com/?cid=13944494100183495463&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
81,Engenheiro Fabio Alves,Construtora,Barueri,SP,Foco,(11) 94001-2819,http://engfabioalves.com.br/,,5,4,"R. Adelino Cardana, 293 - Sl 1203 - Bethaville I, Barueri - SP, 06401-147",https://maps.google.com/?cid=9372561269989277826&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
82,Esquadro Comercial & Mão de Obra,Construtora,Barueri,SP,Foco,(11) 4198-0871,,,5,1,"Rua Campos Sales, 606 - Sl 604/606 - Centro, Barueri - SP, 06401-000",https://maps.google.com/?cid=14782766975146189239&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
83,Evercarconstruções,Construtora,Barueri,SP,Foco,(11) 97114-1905,,,5,1,"R. São Geraldo - Parque Viana, Barueri - SP, 06449-320",https://maps.google.com/?cid=5886037635561272709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
84,Execução - Construção Civil e Multiserviços,Construtora,Barueri,SP,Foco,(11) 4199-4188,,,5,1,"Av. Copacabana, 177 - Empresarial 18 do Forte, Barueri - SP, 06472-000",https://maps.google.com/?cid=14994313038385606610&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
85,Execução Construção Tercerização,Construtora,Barueri,SP,Foco,(11) 4163-6965,,,3.7,11,"R. da Prata, 1204 - Jardim dos Camargos, Barueri - SP, 06410-000",https://maps.google.com/?cid=9700336379614908026&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
86,EXECUTY SERVIÇOS TÉCNICOS,Construtora,Barueri,SP,Foco,(11) 99508-5574,http://www.executy.com.br/,,5,11,"Rua Campos Sales, 980 - SALA 03 - Centro, Barueri - SP, 06411-150",https://maps.google.com/?cid=4443639626527863728&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
87,FAN CONSTRUÇÃO CIVIL,Construtora,Barueri,SP,Foco,(11) 4201-5060,,,5,2,"Rua: Vanda, 181 - Parque dos Camargos, Barueri - SP, 06436-380",https://maps.google.com/?cid=10258236886307061660&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
88,Felipe Azulejista,Construtora,Barueri,SP,Foco,(11) 91921-8733,https://wa.me/message/A2WNHSY2HEQNI1,,5,13,"R. Amélia Alexandre de Abreu, 54 - Jardim Silveira, Barueri - SP, 06340-250",https://maps.google.com/?cid=11867379631853230999&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
89,FISCHER CONSTRUTORA,Construtora,Barueri,SP,Foco,(11) 98833-9974,,,5,2,"Rua Luiz Scott, 111 - Vila Nossa Sra. da Escada, Barueri - SP, 06440-260",https://maps.google.com/?cid=4928003763128733458&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
90,formare,Construtora,Barueri,SP,Foco,(11) 4382-3907,,,5,1,"Av. Presidente Washington Luis, 43 - Conjunto 4 - Jardim Silveira, Barueri - SP, 06434-000",https://maps.google.com/?cid=17459016136974586080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
91,Frechaltore Construtora,Construtora,Barueri,SP,Foco,(11) 4191-3911,http://frechaltore.com.br/,,4.1,7,"Alameda Madeira, 53 Conj 71, Sala 02, 7º Andar - Edifício Station Square - Alphaville, Barueri - SP, 06454-010",https://maps.google.com/?cid=17141598494065369259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
92,FTL Empreendimentos,Construtora,Barueri,SP,Foco,(11) 4198-5191,https://ftlempreendimentos.com.br/,,4.8,30,"Av. Cauaxi, 293 - 20º Andar - Sala 2013 - Alphaville Industrial, Barueri - SP, 06454-020",https://maps.google.com/?cid=3656703849269182229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
93,Galpões Metálicos,Construtora,Barueri,SP,Foco,(11) 4192-1255,http://www.galpoesmetalicos.com.br/,,5,7,"Av. Queimada, 475 - Aldeia da Serra, Barueri - SP, 06429-215",https://maps.google.com/?cid=9461806019385041530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
94,gerais,Construtora,Barueri,SP,Foco,(11) 95130-3882,,,,,"R. Gisele, 147 - Parque dos Camargos, Barueri - SP, 06436-120",https://maps.google.com/?cid=9718005284446377735&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
95,Geral,Construtora,Barueri,SP,Foco,(11) 97742-4396,,,,,"Av. Zélia - Parque dos Camargos, Barueri - SP, 06436-000",https://maps.google.com/?cid=12619395299672521176&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
96,GGLOPES Piso intertravado,Construtora,Barueri,SP,Foco,(11) 99733-3011,,,4.6,9,"Rua Rubi, 240 - Jardim dos Camargos, Barueri - SP, 06410-160",https://maps.google.com/?cid=7546607650820387049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
97,Grande Obra Serviços,Construtora,Barueri,SP,Foco,,,,,,"Jardim Alberto, Barueri - SP, 06433-190, Brasil",https://maps.google.com/?cid=3456733895744443768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
98,GRS CONSTRUÇÃO E REFORMA,Construtora,Barueri,SP,Foco,(11) 97122-6623,http://grsconstrucao.com.br/,,2.3,4,"R. Pádua, 136 - Parque das Nacoes, Barueri - SP, 06437-200",https://maps.google.com/?cid=11306092904101955525&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
99,Grupo Alpha Barueri,Construtora,Barueri,SP,Foco,(11) 97508-8342,,,3.4,5,"Av. da Barra, 65 - Res. das Estrelas, Barueri - SP, 06429-210",https://maps.google.com/?cid=2617699105174135882&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
100,GRUPO DYNAMI CONSTRUTORA EMBLOCO,Construtora,Barueri,SP,Foco,(11) 97528-5057,https://www.embloco.com.br/,,5,6,"Centro Industrial e Empresarial - Alameda Grajaú, 129 - 11° ANDAR - SALA 1112 - Alphaville, Barueri - SP, 06454-050",https://maps.google.com/?cid=5513335985444477434&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
101,Grupo IGCON,Construtora,Barueri,SP,Foco,(11) 94674-9601,,,4.4,11,"R. Duque de Caxias, 396 - Vila Conceicao, Barueri - SP, 06411-150",https://maps.google.com/?cid=16535227293365475230&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
102,Grupo Pommer,Construtora,Barueri,SP,Foco,0800 999 5353,https://grupopommer.com.br/,,3,2,"Alameda Mamoré, 535 - Alphaville, Barueri - SP, 06454-040",https://maps.google.com/?cid=2236132271978411738&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
103,GS Construtora e Serviços,Construtora,Barueri,SP,Foco,(11) 4198-2641,,,,,"Avenida João Vilallobo Quero, 1297 - Jardim Belval, Barueri - SP, 06422-122",https://maps.google.com/?cid=12258362584990116693&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
104,GSZ Engenharia e Construção,Construtora,Barueri,SP,Foco,(11) 94599-9544,http://www.gszengenharia.com.br/,,,,"R. Adelino Cardana, 293 - Centro, Barueri - SP, 06401-147",https://maps.google.com/?cid=15045528000059518312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
105,GX4 Construções,Construtora,Barueri,SP,Foco,(11) 98634-6355,https://www.gx4construcoes.com/,,5,1,"R. Adelino Cardana, 293 - Sl 1711 - Bloco C - Bethaville I, Barueri - SP, 06401-147",https://maps.google.com/?cid=2256862129412557638&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
106,HABITAC,Construtora,Barueri,SP,Foco,(11) 2122-0207,http://habitac.com.br/,,5,55,"Al. Rio Negro, 503 - Sl 2005, 20º Andar - Alphaville, Barueri - SP, 06454-000",https://maps.google.com/?cid=8662637462711865457&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
107,Heloisa reformas e pinturas,Construtora,Barueri,SP,Foco,(11) 94338-9007,https://heloisareformasepinturas.webnode.pt/,,5,1,"R. Márcia, 144 - Parque dos Camargos, Barueri - SP, 06341-410",https://maps.google.com/?cid=11827421414325842881&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
108,Herc Construtora,Construtora,Barueri,SP,Foco,(11) 4193-4889,https://hercconstrutora.com.br/,,1.8,20,"Alameda Tocantins, 75 - Alphaville, Barueri - SP, 06455-000",https://maps.google.com/?cid=8680122870232929107&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
109,Home Line Construtora,Construtora,Barueri,SP,Foco,(11) 94311-0794,https://www.instagram.com/homeline.construtora/,,5,8,"Av. Andrômeda, 885 - Alphaville Empresarial, Barueri - SP, 06473-000",https://maps.google.com/?cid=17818447984970495300&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
110,Ilumi Tech Construtora Civil e Iluminação,Construtora,Barueri,SP,Foco,(11) 4191-0174,,,1,3,"R. Goiás, 42 - Jardim Timbauhy, Barueri - SP, 06440-170",https://maps.google.com/?cid=12551056753175481217&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
111,Incept,Construtora,Barueri,SP,Foco,(11) 97883-6565,,,,,"Av. Ipanema, 165 - Empresarial 18 do Forte, Barueri - SP, 06472-002",https://maps.google.com/?cid=16565096411539709428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
112,Indepy Construções e Incorporações,Construtora,Barueri,SP,Foco,(11) 5116-2710,http://indepy.com.br/,,5,18,"Alameda Mamoré, 503 - CJ. 91 - Alphaville Industrial, Barueri - SP, 06454-040",https://maps.google.com/?cid=16062509167448251400&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
113,INFINITY SPACES,Construtora,Barueri,SP,Foco,(11) 3736-8600,http://www.infinityspaces.com/,,4.8,19,"Al. Rio Negro, 503 - 24º andar - Alphaville Industrial, Barueri - SP, 06454-000",https://maps.google.com/?cid=18095930250651218514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
114,Intellieng Construtora,Construtora,Barueri,SP,Foco,(11) 2110-1761,https://intelliengenharia.com.br/contato,,5,1,"Al. Rio Negro, 503 - Alphaville Industrial, Barueri - SP, 06454-000",https://maps.google.com/?cid=13449779676456492049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
115,ISA Frame,Construtora,Barueri,SP,Foco,(11) 99019-8159,https://www.isaframe.com.br/,,3,16,"Alameda Araguaia, 1050 - Alphaville empresarial, Barueri - SP, 06473-000",https://maps.google.com/?cid=18120143029263860021&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
116,Itororó Construção & Topográfia,Construtora,Barueri,SP,Foco,(11) 99866-5806,http://www.itororotopo.com.br/,,4,2,"R. Jambeiro, 178 - Parque Viana, Barueri - SP, 06449-265",https://maps.google.com/?cid=5111941012220179657&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
117,J.W Vieira construtora,Construtora,Barueri,SP,Foco,,,,,,"R. Paissandú - Vila Nova, Barueri - SP, 06420-070",https://maps.google.com/?cid=13722441128777099350&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
118,Jabes Epoxi,Construtora,Barueri,SP,Foco,(11) 2680-8870,https://jabesepoxi.com.br/,,5,8,"Av. Presidente Washington Luis, n 395 - Jardim Silveira, Barueri - SP, 06434-000",https://maps.google.com/?cid=12051844241450029242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
119,JBens,Construtora,Barueri,SP,Foco,(11) 4193-1177,https://www.jbens.com.br/,,,,"Alameda Mamoré, 503 - Alphaville Industrial, Barueri - SP, 06454-040",https://maps.google.com/?cid=2409487538969870805&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
120,JBL CONSTRUÇOES,Construtora,Barueri,SP,Foco,(11) 94071-3706,https://www.jbl.eng.br/,,4.4,15,"R. Monte das Gameleiras - Jardim California, Barueri - SP, 06409-080",https://maps.google.com/?cid=13140934874311199934&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
121,JCVITA,Construtora,Barueri,SP,Foco,(11) 3138-1590,http://www.jcvita.com.br/,,2.5,27,"Av. Marcos Penteado de Ulhoa Rodrigues, 1119 - 9° Andar - Sala 904 - Tamboré, Barueri - SP, 06460-040",https://maps.google.com/?cid=6801807984389064116&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
122,JJ Participações e Empreendimentos,Construtora,Barueri,SP,Foco,(11) 4193-2771,,,4.1,10,"Av. Taubaté, 151 - Res. Tambore, Barueri - SP, 06458-210",https://maps.google.com/?cid=2808054865729170886&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
123,Jotta construção civil e Reformas,Construtora,Barueri,SP,Foco,(11) 94919-2821,https://jreformas.com.br/,,4.9,36,"Al. Rio Negro, 503 - 6° Andar - Alphaville, Barueri - SP, 06454-000",https://maps.google.com/?cid=5032154555598833225&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
124,Joy Tupanci Barueri,Construtora,Barueri,SP,Foco,(11) 98165-7464,,,5,4,"R. Gen. de Divisão Pedro Rodrigues da Silva, 651 - Nova Aldeinha, Barueri - SP, 06440-180",https://maps.google.com/?cid=8027542801251540424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
125,jr construções prospero serviços,Construtora,Barueri,SP,Foco,(11) 95370-7007,,,,,"R. Antônio Ferreira Lima - Jardim Mutinga, Barueri - SP, 06463-350",https://maps.google.com/?cid=1733417918943976364&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
126,JRV Reformas e Construções LTDA,Construtora,Barueri,SP,Foco,(11) 94338-9179,http://www.cooperativaobradec.com.br/,,3,2,"R. Birigüi, 324 - Jardim Graziela, Barueri - SP, 06418-010",https://maps.google.com/?cid=12996155774011541674&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
127,JUNDPINTURAS BARUERI,Construtora,Barueri,SP,Foco,(11) 97239-2022,https://www.jundpinturas.com.br/,,5,17,"R. Alagoinha, 1030 - Jardim Mutinga, Barueri - SP, 06463-170",https://maps.google.com/?cid=10394395129540063886&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
128,JXDM CONTRUCOES,Construtora,Barueri,SP,Foco,(11) 95037-0724,,,,,"R. Tâmisa - Res. Vale do Sol, Barueri - SP, 06437-060",https://maps.google.com/?cid=8875795047767547496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
129,Kippcolor,Construtora,Barueri,SP,Foco,(11) 99803-7470,,,5,4,"Avenida Anápolis 100 - Sala 814 Bethaville 1 - Bethaville I, Barueri - SP, 06404-250",https://maps.google.com/?cid=6965516535235571671&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
130,KR Engenharia e Construção,Construtora,Barueri,SP,Foco,(11) 4191-0175,http://kreng.com.br/,,4.4,20,"Edificio Monte Carlo Avenida Ipanema, 165 sala 107 18 do Forte - Alphaville, Barueri - SP, 06472-002",https://maps.google.com/?cid=11718933040732573440&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
131,Laudo LTA Vigilância,Construtora,Barueri,SP,Foco,(11) 98016-2367,http://www.seguimentos.com.br/,,5,3,"R. Caldas Novas, 22 - F2 - Bethaville I, Barueri - SP, 06404-301",https://maps.google.com/?cid=11532547030669037691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
132,LC Arq&Eng,Construtora,Barueri,SP,Foco,(11) 98030-4407,,,5,4,"Al. Rio Negro, 503 - Alphaville, Barueri - SP, 06454-000",https://maps.google.com/?cid=6839961731527805526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
133,Lisonda,Construtora,Barueri,SP,Foco,,,,4.5,2,"R. Elvio Monteiro da Silva Iá, 83 - Jardim Itaquiti, Barueri - SP, 06422-123",https://maps.google.com/?cid=6676753532112049997&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
134,Lisonda Engenharia e Construções,Construtora,Barueri,SP,Foco,(11) 4196-4422,http://www.lisonda.com.br/,,4.5,43,"R. João Ferreira de Camargo, 1176 - Tamboré, Barueri - SP, 06460-060",https://maps.google.com/?cid=8211827801122109151&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
135,LL Construções e Serviços,Construtora,Barueri,SP,Foco,(11) 95278-7062,,,5,6,"Av. Aníbal Correia, 193 - Votupoca, Barueri - SP, 06447-010",https://maps.google.com/?cid=6370849946243274757&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
136,LOJA DE CONSTRUÇÃO,Construtora,Barueri,SP,Foco,,,,,,"Av. Francisco Lourenço da Costa, 404 - Vila do Conde, Barueri - SP, 06445-500",https://maps.google.com/?cid=15933782799275277213&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
137,M&G Empreendimentos LTDA.,Construtora,Barueri,SP,Foco,(11) 4195-4928,https://www.instagram.com/mg.empreendimentos/,,4.5,2,"Alameda Munique, 411 - Alphaville Res. Zero, Barueri - SP, 06475-250",https://maps.google.com/?cid=14956450402380597717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
138,Made Construções,Construtora,Barueri,SP,Foco,(11) 94065-8045,https://madeconstrucoes.com.br/,,,,"Av. Andrômeda, 885 - Alphaville Empresarial, Barueri - SP, 06473-000",https://maps.google.com/?cid=161792700228102188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
139,Mais Q,Construtora,Barueri,SP,Foco,(11) 95329-7726,,,5,6,"R. Piraju - Vila Engenho Novo, Barueri - SP, 06416-160",https://maps.google.com/?cid=15489324435797617281&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
140,Mapa Group,Construtora,Barueri,SP,Foco,(11) 4191-5957,https://mapagroup.com.br/,,4.7,23,"Av. Copacabana, 177 - Empresarial 18 do Forte, Barueri - SP, 06472-001",https://maps.google.com/?cid=5649466972214789335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
