#,Empresa,Segmento,Cidade,Telefone,Site,Nota,Avals,Endereco,Google_Maps,Status
74,Kazial Arquitetura,Arq,Barueri,(11) 94176-5043,,5,1,"Av. Cauaxi, 153 - Alphaville, Barueri - SP, 06454-020",https://maps.google.com/?cid=3945812890270872115&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
75,L.S Engenharia e Arquitetura,Arq,Barueri,(11) 4163-1927,lsengenharia.net.br,3,2,"Av. Trindade, 254 - Sl 710 - Bethaville I, Barueri - SP, 06404-326",https://maps.google.com/?cid=8845388419028550097&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
76,LOVISARO Arquitetura e Design,Arq,Barueri,,lovisaro.com.br,5,2,"Alameda Madeira, 328 - CJ. 1507 - Alphaville Industrial, Barueri - SP, 06454-010",https://maps.google.com/?cid=780429742107153153&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
77,Larissa Abreu Arquitetura & Interiores,Arq,Barueri,(11) 4208-2009,arquiteturaabreu.com,4.8,21,"Avenida Copacabana 325, Conjunto 401/402 Dezoito do Forte Empresarial - Alphaville, Barueri - SP, 06472-001",https://maps.google.com/?cid=2292156714664857779&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
78,Larissa Figueira Arquitetura e Interiores,Arq,Barueri,(11) 96857-1737,,4.4,7,"Av. Cauaxi, 293 - Sl 1503 - Alphaville, Barueri - SP, 06454-020",https://maps.google.com/?cid=12892519055982677335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
79,Larissa de Paula Arquitetura e Interiores,Arq,Barueri,,larissadepaulaarquiteturaeinteriores.com,5,6,"Av. Sagitário, 138 - Alphaville, Barueri - SP, 06473-073",https://maps.google.com/?cid=11540409381375184128&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
80,Lisete Alonso Arquitetura,Arq,Barueri,(11) 4191-7576,lisetealonso.arq.br,5,1,"Torre City - Av. Sagitário, 138 - Sl 115 - Alphaville, Barueri - SP, 06473-073",https://maps.google.com/?cid=14478677283113085473&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
81,Luis Café & Vivian Contri Arquitetos Associados,Arq,Barueri,(11) 3721-4950,lcvc.com.br,4.9,14,"Av. Ipanema, 165 - Empresarial 18 do Forte, Barueri - SP, 06472-002",https://maps.google.com/?cid=8424268685389703228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
82,MAPA arquitetura,Arq,Barueri,(11) 94566-3263,instagram.com,,,"Av. Trindade, 404 - bethaville, Barueri - SP, 06434-236",https://maps.google.com/?cid=8142785352328997632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
83,MIES CONCEPT ARQUITETURA E INTERIORES LTDA,Arq,Barueri,(11) 91034-3692,miesconceptarquitetura.com.br,,,"Alameda Grajaú, 60 - Alphaville, Barueri - SP, 06454-050",https://maps.google.com/?cid=13091405325887463406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
84,Maia Arquitetura e Engenharia,Arq,Barueri,(11) 91645-0202,maiaarquitetura.com.br,4.8,16,"Av. Andrômeda, 723 - 33 andar, sala 3304 - Alphaville, Barueri - SP, 06473-000",https://maps.google.com/?cid=11281338011377907888&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
85,Manga-be Arquitetura e Design,Arq,Barueri,(11) 4114-2888,mangabe.arq.br,5,2,"Alameda Madeira, 162 - Sl 1408 - Alphaville, Barueri - SP, 06454-010",https://maps.google.com/?cid=2166995602224048334&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
86,Mari Moreira Arquitetura e Interiores,Arq,Barueri,07 43 68 62 79,,5,2,"Av. Capitão Francisco César, 203 - Vila Pindorama, Barueri - SP, 06415-000",https://maps.google.com/?cid=4669990413520014627&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
87,Marina Salomão Arquitetura e Interiores em Alphaville SP,Arq,Barueri,(11) 93268-1858,marinasalomao.com.br,5,31,"Av. Copacabana, 177 - Sl 52 - Empresarial 18 do Forte, Barueri - SP, 06472-001",https://maps.google.com/?cid=9216901885587359732&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
88,Maroli Arquitetura,Arq,Barueri,(11) 98409-4858,maroliarquitetura.com.br,5,2,"Alameda Grajaú, 60 - cjto 1202 - Alphaville Industrial, Barueri - SP, 06454-050",https://maps.google.com/?cid=18410010474799989659&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
89,Mazí Interiores,Arq,Barueri,(11) 99997-3521,,5,15,"Alameda Grajaú, 60 - Conj 113 - Alphaville Empresarial, Barueri - SP, 06454-060",https://maps.google.com/?cid=1014671113763737770&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
90,MdaCunha Portho Arquitetura,Arq,Barueri,,,,,"Estr. dos Pinheiros, 302 - Parque Viana, Barueri - SP, 06449-000",https://maps.google.com/?cid=660279127249018568&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
91,Meira Martins Interiores,Arq,Barueri,(11) 99670-3151,meiramartins.com.br,5,4,"Alameda Rio Negro, 1030 Escritório 206 - Centro Industrial e empresarial, Condomínio Stadium - Alphaville, Barueri - SP, 06454-000",https://maps.google.com/?cid=2123596834283837835&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
92,Menniti Arquitetura,Arq,Barueri,(11) 98696-7091,menniti.arq.br,5,19,"Condomínio Brascan Century Office - Av. Andrômeda, 885 - Sl 1823 - Alphaville Empresarial, Barueri - SP, 06473-000",https://maps.google.com/?cid=16214740383759759124&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
93,Mesa Verde | arquitetura e interiores,Arq,Barueri,(11) 5199-2128,mesaverdearquitetura.com.br,4.7,24,"Praça das Dracenas 78, Centro Comercial Alphaville, segundo andar - sala 2A - Alphaville, Barueri - SP, 06453-064",https://maps.google.com/?cid=315356297041955653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
94,Militão Arquitetura - Minha Casa Sustentável,Arq,Barueri,(11) 2626-3646,militaoarquitetura.com.br,,,"Calçada das Hortências, 12 - UP2U - Alphavile Comercial, Barueri - SP, 06453-017",https://maps.google.com/?cid=16419102355829741570&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
95,Milton Romero Arquitetura e Interiores,Arq,Barueri,(11) 91025-5005,miltonromero.com.br,5,1,"Praça Das Dracenas, 78 - Sl 1A - Alphaville, Barueri - SP, 06453-031",https://maps.google.com/?cid=16710868019903365903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
96,Miriam Mendes Arquitetura,Arq,Barueri,(11) 96057-5276,,5,1,"Av. Andrômeda, 723 - Alphaville Empresarial, Barueri - SP, 06473-000",https://maps.google.com/?cid=967460630876942570&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
97,Monari&Olivastro Arquitetura,Arq,Barueri,(11) 92561-4252,instagram.com,5,3,"Al. Rio Negro, 503 - Sl 2120 - Alphaville, Barueri - SP, 06454-000",https://maps.google.com/?cid=10041652853391055226&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
98,Moran e Anders Arquitetura,Arq,Barueri,(11) 4208-6648,morananders.com.br,5,12,"Forte Empresarial - Av. Ipanema, 165 - 18 do - Alphaville, Barueri - SP, 05089-070",https://maps.google.com/?cid=5040355184931051567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
99,Murano Escritório de Arquitetura | Arquiteta em Alphaville,Arq,Barueri,(11) 97816-7680,muranoarquitetura.com.br,5,5,"Al. Rio Negro, n° 503 - Sl 802 - Alphaville, Barueri - SP, 06454-000",https://maps.google.com/?cid=1177113193152632075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
100,Mychelle Varella Arquitetura | Interiores,Arq,Barueri,(11) 99620-1379,instagram.com,5,6,"Al. Rio Negro, 1477 - Alphaville Industrial, Barueri - SP, 06454-000",https://maps.google.com/?cid=12706994855614570477&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
101,Mênfis - arquitetura e engenharia,Arq,Barueri,(11) 2680-2652,,5,1,"R. Júlio Feltscher, 103 - Jardim Julio, Barueri - SP, 06447-310",https://maps.google.com/?cid=263101569389354664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
102,Mônica Almeida Arquitetura,Arq,Barueri,(11) 94745-5492,,5,4,"Green Valley - Av. Andrômeda, 723 - Sl 1209 - Alphaville, Barueri - SP, 06473-000",https://maps.google.com/?cid=16364873512600643782&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
103,NM ARQUITETURA,Arq,Barueri,(11) 99663-6143,,,,"R. Rio Grande do Sul, 324 - Vila Boa Vista, Barueri - SP, 06411-060",https://maps.google.com/?cid=3793501776929321332&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
104,One Arquitetura & Engenharia,Arq,Barueri,(11) 4184-6279,,5,31,"R. Adelino Cardana, 293 - 1212 - Bethaville I, Barueri - SP, 06404-301",https://maps.google.com/?cid=1952036720638069567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
105,PB - ARQUITETURA E GERENCIAMENTO DE OBRA,Arq,Barueri,,,,,"Av. Marcos Penteado de Ulhoa Rodrigues, 939 - Tamboré, Barueri - SP, 06460-040",https://maps.google.com/?cid=15189726232792192534&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
106,Paula Morales Arquitetos,Arq,Barueri,(11) 97689-3625,instagram.com,5,8,"Av. Andrômeda, 723 - Alphaville Empresarial, Barueri - SP, 06473-000",https://maps.google.com/?cid=1384322653225646506&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
107,Portes Arquitetura,Arq,Barueri,(11) 4193-4497,portesarquitetura.com.br,4,1,"Alameda Mamoré, 911 - Alphaville Industrial, Barueri - SP, 06454-040",https://maps.google.com/?cid=9273146778762716699&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
108,Priscila Freitas - Arquitetura de Interiores,Arq,Barueri,(11) 96369-7378,instagram.com,5,1,"Estr. das Nações, 395 - Vila Iracema, Barueri - SP, 06422-100",https://maps.google.com/?cid=18099913068715496060&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
109,ProGtar Arquitetura e Interiores em Alphaville SP,Arq,Barueri,(11) 96296-8455,progtar.com.br,5,1,"Av. Andrômeda, 723 - Sl 614 - Alphaville Empresarial, Barueri - SP, 06473-000",https://maps.google.com/?cid=11569111183074992131&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
110,RAVE Arquitetura e Interiores,Arq,Barueri,(11) 97733-2679,instagram.com,4.6,9,"Av. Trindade, 1 - Bethaville I, Barueri - SP, 06404-326",https://maps.google.com/?cid=2664381267742833924&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
111,RGK Engenharia & Arquitetura,Arq,Barueri,(11) 3031-3099,rgk.com.br,4.7,16,"Av Andromeda 2000 Bloco 25 - Greenvalley Office Park - 4o Andar - Alphaville, Barueri - SP, 06473-000",https://maps.google.com/?cid=11247512160459918155&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
112,Raissa Belkiss Arquitetura,Arq,Barueri,(19) 99355-8880,linktr.ee,5,1,"Av. Copacabana, 177 - Sl 137 - Empresarial 18 do Forte, Barueri - SP, 06465-135",https://maps.google.com/?cid=15981981425265455695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
113,Ricardo Calejo Arquiteto,Arq,Barueri,(11) 93726-2140,,,,"Alameda Grajaú, 614 - Sl 914 - Alphaville Industrial, Barueri - SP, 06454-050",https://maps.google.com/?cid=8715303190937729518&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
114,Richard Porto Arquitetura,Arq,Barueri,(11) 94246-6671,linktr.ee,5,1,"Av. Anápolis, 100 - Sl 1106 - Bethaville I, Barueri - SP, 06404-250",https://maps.google.com/?cid=15778878028439976365&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
115,Roberto Rocha Arquitetura e Engenharia,Arq,Barueri,(11) 2321-2102,robertorochaarq.com.br,5,9,"Edifício Alpha Premium - Al. Rio Negro, 967 - Sl 716 - Alphaville Industrial, Barueri - SP, 06454-000",https://maps.google.com/?cid=1594421152408023200&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
116,Rocha Engenharia e Arquitetura,Arq,Barueri,(11) 93428-3365,instagram.com,4,4,"Office Innovation - R. Adelino Cardana, 293 - Sl 802 Edificio - Bethaville I, Barueri - SP, 06401-147",https://maps.google.com/?cid=15841381083223980212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
117,Rodrigues Morán Arquitetura e Design,Arq,Barueri,(11) 3078-1515,rodriguesmoran.com.br,,,"Av. Andrômeda, 885 - Alphaville Empresarial, Barueri - SP, 06473-000",https://maps.google.com/?cid=11546786865035066575&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
118,SEGUIMENTOS ENGENHARIA E ARQUITETURA,Arq,Barueri,(11) 2321-2891,seguimentos.com.br,5,2,"R. Caldas Novas, 22 - Bethaville I, Barueri - SP, 06404-301",https://maps.google.com/?cid=14750102181705301610&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
119,SM Arquitetura,Arq,Barueri,(11) 4689-1023,smarquitetura.com,4.5,4,"Bloco B - Alameda Amazonas, 938 - 14 - Alphaville, Barueri - SP, 06540-070",https://maps.google.com/?cid=11026348412796193927&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
120,STUDIO ELO ARQUITETURA,Arq,Barueri,(15) 99712-4348,studioelo.com.br,,,"Alameda Araguaia, 122 - Alphaville Industrial, Barueri - SP, 06455-000",https://maps.google.com/?cid=939450173965775764&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
121,Sartê Arquitetura,Arq,Barueri,(13) 99187-5794,instagram.com,,,"Al. Rio Negro, 503 - Sl 2020 - Alphaville, Barueri - SP, 06454-000",https://maps.google.com/?cid=13453614488970301810&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
122,Satio Tomita Arquitetura,Arq,Barueri,(11) 98383-0540,satiotomita.com.br,5,4,"Calçada das Dracenas, 39 - Alphaville Comercial, Barueri - SP, 06453-009",https://maps.google.com/?cid=315092824846119159&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
123,Stamp Pré Fabricados Arquitetônicos,Arq,Barueri,(11) 4195-6202,stamppfa.com.br,4.8,36,"R. João Ferreira de Camargo, 143 - Tamboré, Barueri - SP, 06460-060",https://maps.google.com/?cid=8039770565323997932&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
124,Studio 304 Arquitetura e Interiores,Arq,Barueri,(11) 97114-7323,studio304.arq.br,5,1,"Av. Andrômeda, 723 - Sala 1613 - Alphaville Empresarial, Barueri - SP, 06473-000",https://maps.google.com/?cid=820766473428351382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
125,Studio A7 - Arquitetura de Interiores,Arq,Barueri,(11) 96198-8783,studioa7arquitetura.com.br,4.8,24,"Al. Rio Negro, 503 - Alphaville, Barueri - SP, 06454-000",https://maps.google.com/?cid=13749631494265153333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
126,Studio Dani Gauch - Arquitetura + Interiores,Arq,Barueri,(11) 96701-1001,danigauch.com.br,5,2,"Edificio Gama Offices - Av. Copacabana, 177 - Sala 181 - Empresarial 18 do Forte, Barueri - SP, 06472-004",https://maps.google.com/?cid=9094423810628562663&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
127,Studio IAC - Arquitetura e Design de Interiores,Arq,Barueri,,,5,19,"Av. Trindade, 254 - Bethaville I, Barueri - SP, 06404-326",https://maps.google.com/?cid=12494645715962681097&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
128,Studio Mies Arquitetura,Arq,Barueri,(11) 92491-5181,studiomies.com.br,4.7,62,"Alameda Grajaú, 60 - Alphaville, Barueri - SP, 06454-050",https://maps.google.com/?cid=33949088769480271&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
129,Studio RM Arquitetura e Interiores,Arq,Barueri,(11) 95827-3422,studiormj.com,5,3,"R. Ilha do Gov., 04 - Jardim Maria Cristina, Barueri - SP, 06421-060",https://maps.google.com/?cid=17969902084838042871&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
130,Stúdio Suassuna Arquitetura e Design,Arq,Barueri,(61) 99816-8603,instagram.com,,,"cond vila solaia - Alameda Brunello, 97 - Tamboré, Barueri - SP, 06458-262",https://maps.google.com/?cid=5551509281591949056&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
131,TERRAS ARQUITETURA,Arq,Barueri,(11) 99944-1012,youtube.com,5,3,"R. Caldas Novas, 50 - Sl 12 - Bethaville I, Barueri - SP, 06404-301",https://maps.google.com/?cid=2925530284191588470&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
132,Thais Doretto Araújo - Arquitetura e Interiores,Arq,Barueri,(11) 4195-8128,,5,5,"Alameda Setúbal, 381 - Alphaville, Barueri - SP, 06473-084",https://maps.google.com/?cid=18263910347822208792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
133,Tiago Duarte Arquitetura,Arq,Barueri,(11) 99630-1204,,,,"Alameda Grajaú, 614 - Sl 408 - Alphaville, Barueri - SP, 06454-050",https://maps.google.com/?cid=15138176832705095336&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
134,Trenah Arquitetura,Arq,Barueri,(11) 97178-8998,,,,"Av. Henriqueta Mendes Guerra, 1.330 - Vila Sao Joao, Barueri - SP, 06401-160",https://maps.google.com/?cid=10297642776727689514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
135,Vanderléia Ribeiro Arquitetura e Interiores,Arq,Barueri,(11) 96474-8584,vanderleiaribeiro.com.br,5,24,"R. Caldas Novas, 50 - Bethaville I, Barueri - SP, 06404-301",https://maps.google.com/?cid=12354362365656787234&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
136,Villa7 Arquitetura e Interiores,Arq,Barueri,(11) 97807-7272,villa7arquitetura.com.br,5,5,"Rua Campos Sales - Vila Boa Vista, Barueri - SP, 06411-000",https://maps.google.com/?cid=12709729680524052776&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
137,Viplacon Blindagem Arquitetônica e Engenharia,Arq,Barueri,(11) 4118-6163,viplacon.com.br,4.7,32,"R. Ibitinga, 142 - Vila Morellato, Barueri - SP, 06408-130",https://maps.google.com/?cid=6308502539364041009&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
138,WH Arquitetura e Engenharia,Arq,Barueri,(11) 97566-3489,,5,6,"Al. Rio Negro, 503 - Alphaville, Barueri - SP, 06454-000",https://maps.google.com/?cid=12357569121405933770&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
139,Ya Arquitetura,Arq,Barueri,(11) 93489-9988,,5,9,"Av. Henrique Gonçalves Baptista, 2245 - Jardim Belval, Barueri - SP, 06420-130",https://maps.google.com/?cid=18044735888236284790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
140,Yasmin Cavalcante Arquitetura e Interiores,Arq,Barueri,(11) 98978-4005,instagram.com,5,8,"Av. Andrômeda, 900 - Alphaville Empresarial, Barueri - SP, 06473-000",https://maps.google.com/?cid=3214911517837584882&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
141,Yasmine Pedroso Arquitetura & Design,Arq,Barueri,(11) 91264-3429,,,,"R. Ônix, 281 - Parque Esmeralda, Barueri - SP, 06447-500",https://maps.google.com/?cid=13501252328873407575&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
142,Zeila Arquitetos Associados,Arq,Barueri,,,4.1,9,"3158-3468 - Av. Andrômeda, 855 - Alphaville Empresarial, Barueri - SP, 06454-020",https://maps.google.com/?cid=2972522978923210197&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
143,s2w arquitetura,Arq,Barueri,(11) 4193-4448,,5,1,"Al. Rio Negro, 967 - Sl 229 - Alphaville Industrial, Barueri - SP, 06454-000",https://maps.google.com/?cid=16503946428185073839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
144,teresa gouveia arquitetura & interiores,Arq,Barueri,(11) 2664-0714,teresagouveia.com.br,5,1,"Av. Sagitário, 138 - Alphaville Conde II, Barueri - SP, 06473-073",https://maps.google.com/?cid=16292140412822130326&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
145,vitru arquitetura e construção,Arq,Barueri,(11) 96180-5094,vitruarquitetura.com.br,,,"Alameda Araguaia, 570 - Alphaville Industrial, Barueri - SP, 06455-000",https://maps.google.com/?cid=3425307193001327544&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
146,4JBS Construções e Reformas,Constr,Barueri,(11) 4194-3041,,5,1,"Av. Miná, 158 - Jardim Julio, Barueri - SP, 06447-320",https://maps.google.com/?cid=15038692870068463301&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
147,ARQOS,Constr,Barueri,(11) 4195-7595,arqos.com.br,4.9,8,"Av. Andrômeda, 723 - 25º andar - Alphaville, Barueri - SP, 06473-000",https://maps.google.com/?cid=14049228682171856278&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
148,AVCB e CLCB - Eng. Lucas Lima,Constr,Barueri,(11) 94790-9759,englucas.com.br,5,3,"Av. José Dias da Silva, 96 - Parque Viana, Barueri - SP, 06447-010",https://maps.google.com/?cid=17538343932674601914&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
